"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.426456708E0,-1.254008484E1,4.179082108E1,-1.868850327E1
3.436453708E0,-1.166319275E1,4.221783447E1,-1.802573395E1
3.446450708E0,-1.094711304E1,4.264254761E1,-1.812590790E1
3.456447708E0,-1.027787781E1,4.274034882E1,-1.773196411E1
3.466444708E0,-9.490463257E0,4.313268280E1,-1.766209412E1
3.476441708E0,-8.680786133E0,4.332806396E1,-1.739692307E1
3.486438708E0,-7.955902100E0,4.366511917E1,-1.708805847E1
3.496435708E0,-7.447036743E0,4.366574097E1,-1.692839050E1
3.506432708E0,-6.860443115E0,4.374248505E1,-1.694981003E1
3.516429708E0,-6.510421753E0,4.381575012E1,-1.680728912E1
3.526427708E0,-5.990859985E0,4.390241241E1,-1.686829758E1
3.536424708E0,-5.431213379E0,4.393711472E1,-1.641651535E1
3.546421708E0,-5.394104004E0,4.381376266E1,-1.646922302E1
3.556418708E0,-5.368789673E0,4.384212112E1,-1.659007645E1
3.566415708E0,-5.172119141E0,4.374774170E1,-1.666434860E1
3.576412708E0,-5.128952026E0,4.385592651E1,-1.711476898E1
3.586409708E0,-5.288299561E0,4.369572830E1,-1.721623230E1
3.596406708E0,-5.569046021E0,4.362944794E1,-1.731684875E1
3.606403708E0,-5.784378052E0,4.336432266E1,-1.766966629E1
3.616400708E0,-6.269805908E0,4.326573181E1,-1.775974655E1
3.626397708E0,-7.055160522E0,4.293616104E1,-1.812595367E1
3.636394708E0,-7.737060547E0,4.265766525E1,-1.861805725E1
3.646391708E0,-8.591308594E0,4.230046082E1,-1.903339386E1
3.656388708E0,-9.488601685E0,4.190097046E1,-1.943801117E1
3.666385708E0,-1.058087158E1,4.140625000E1,-1.973471451E1
3.676383708E0,-1.164329529E1,4.103835678E1,-2.013329697E1
3.686380708E0,-1.269711304E1,4.046747589E1,-2.046805191E1
3.696377708E0,-1.269711304E1,4.046747589E1,-2.046805191E1
3.706374708E0,-1.509806824E1,3.916065216E1,-2.127921677E1
3.716371708E0,-1.638059998E1,3.845513535E1,-2.154773331E1
3.726368708E0,-1.762222290E1,3.773305893E1,-2.198542023E1
3.736365708E0,-1.903002930E1,3.681406403E1,-2.249236298E1
3.746362708E0,-2.058117676E1,3.587378693E1,-2.267435455E1
3.756359708E0,-2.058117676E1,3.587378693E1,-2.267435455E1
3.766356708E0,-2.357708740E1,3.395886612E1,-2.274464798E1
3.776353708E0,-2.512487793E1,3.296206284E1,-2.282225418E1
3.786350708E0,-2.655433655E1,3.172815704E1,-2.247808456E1
3.796347708E0,-2.811570740E1,3.050337029E1,-2.249534225E1
3.806345708E0,-2.953282166E1,2.914342499E1,-2.231218719E1
3.816342708E0,-3.095506287E1,2.780137634E1,-2.208072662E1
3.826339708E0,-3.220603943E1,2.641835594E1,-2.199787903E1
3.836336708E0,-3.355644226E1,2.515995407E1,-2.170703888E1
3.846333708E0,-3.457716370E1,2.356982803E1,-2.127214813E1
3.856330708E0,-3.569401550E1,2.209529114E1,-2.105672455E1
3.866327708E0,-3.656968689E1,2.048194504E1,-2.089090729E1
3.876324708E0,-3.767036438E1,1.894046021E1,-2.073811340E1
3.886321708E0,-3.835717773E1,1.726448059E1,-2.061138916E1
3.896318708E0,-3.920161438E1,1.578747368E1,-2.039826202E1
3.906315708E0,-3.971388245E1,1.427154255E1,-2.042451096E1
3.916312708E0,-4.032044983E1,1.272553349E1,-2.039429855E1
3.926309708E0,-4.077050781E1,1.110840034E1,-2.016974258E1
3.936306875E0,-4.107937622E1,9.708784103E0,-2.013099289E1
3.946303875E0,-4.153112793E1,8.226871490E0,-1.993833542E1
3.956301875E0,-4.184799194E1,7.085990906E0,-1.981618881E1
3.966298875E0,-4.206423950E1,5.611141205E0,-1.961668015E1
3.976295875E0,-4.233518982E1,4.388135910E0,-1.953111649E1
3.986292875E0,-4.235340881E1,3.077827454E0,-1.974677658E1
3.996289875E0,-4.267668152E1,1.923576355E0,-1.941862869E1
4.006286875E0,-4.269792175E1,7.244491577E-1,-1.953030396E1
4.016283875E0,-4.292262268E1,-4.055099487E-1,-1.927617645E1
4.026280875E0,-4.289192200E1,-1.261587143E0,-1.910234070E1
