"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.067307542E0,-3.072982788E1,-1.757251549E1,-2.512884521E1
3.077305542E0,-2.779136658E1,-2.203876686E1,-2.508345032E1
3.087303542E0,-2.432711792E1,-2.636269760E1,-2.426199341E1
3.097301542E0,-1.993432617E1,-3.040745163E1,-2.407740784E1
3.107300542E0,-1.507801819E1,-3.393289185E1,-2.281144714E1
3.117298542E0,-9.718109131E0,-3.677289581E1,-2.147249603E1
3.127296542E0,-4.379714966E0,-3.917417145E1,-1.927802658E1
3.137295542E0,6.985473633E-1,-4.070242310E1,-1.678248978E1
3.147293542E0,6.121429443E0,-4.095862579E1,-1.541943741E1
3.157291542E0,1.195605469E1,-3.989466858E1,-1.514957428E1
3.167290542E0,1.741400146E1,-3.786367798E1,-1.544239426E1
3.177288542E0,2.211734009E1,-3.565401459E1,-1.509634781E1
3.187286542E0,2.570252991E1,-3.380637360E1,-1.378321075E1
3.197285542E0,2.868034363E1,-3.210137177E1,-1.196343613E1
3.207283542E0,3.080108643E1,-3.078043556E1,-9.864589691E0
3.217281542E0,3.235739136E1,-2.972659874E1,-8.147872925E0
3.227280542E0,3.253186035E1,-2.985418701E1,-6.568000793E0
3.237278542E0,3.136608887E1,-3.126416016E1,-6.252902985E0
3.247276542E0,2.816018677E1,-3.420571136E1,-6.080329895E0
3.257275542E0,2.310913086E1,-3.774230194E1,-6.308860779E0
3.267273542E0,1.617697144E1,-4.105522919E1,-6.982906342E0
3.277271542E0,8.252349854E0,-4.298681641E1,-8.267276764E0
3.287270542E0,4.008026123E-1,-4.353519058E1,-9.901523590E0
3.297268542E0,-7.394607544E0,-4.235235214E1,-1.195446777E1
3.307266542E0,-1.495367432E1,-3.944765854E1,-1.407177353E1
3.317265542E0,-2.151879883E1,-3.508404922E1,-1.598696136E1
3.327263667E0,-2.724746704E1,-2.972092628E1,-1.738137054E1
3.337261667E0,-3.206526184E1,-2.315639687E1,-1.839430618E1
3.347260667E0,-3.588938904E1,-1.596786880E1,-1.833864594E1
3.357258667E0,-3.811137390E1,-9.014572144E0,-1.803446198E1
3.367256667E0,-3.885873413E1,-3.106773376E0,-1.822502518E1
3.377254667E0,-3.876095581E1,1.615186691E0,-1.851227188E1
3.387253667E0,-3.814346313E1,5.756488800E0,-1.888814545E1
3.397251667E0,-3.706858826E1,8.869520187E0,-1.969828796E1
3.407249667E0,-3.595513916E1,1.132203865E1,-2.037689209E1
3.417248667E0,-3.484443665E1,1.302627563E1,-2.129776764E1
3.427246667E0,-3.386146545E1,1.466300583E1,-2.215487289E1
3.437244667E0,-3.287980652E1,1.625320816E1,-2.304799271E1
3.447243667E0,-3.205361938E1,1.771990776E1,-2.349417114E1
3.457241667E0,-3.135783386E1,1.902326202E1,-2.367149353E1
3.467239667E0,-3.115502930E1,2.079425049E1,-2.262134933E1
3.477237667E0,-3.149125671E1,2.254172325E1,-2.117588425E1
3.487236667E0,-3.204249573E1,2.423529625E1,-1.844670486E1
3.497234667E0,-3.298301697E1,2.529707909E1,-1.595395660E1
3.507232667E0,-3.414425659E1,2.572940254E1,-1.343819046E1
3.517231667E0,-3.494657898E1,2.539430809E1,-1.225819016E1
3.527229667E0,-3.574020386E1,2.447466469E1,-1.209996033E1
3.537227667E0,-3.622479248E1,2.278025627E1,-1.398169327E1
