"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.384752500E0,3.077819017E1,1.441438529E1,1.710506109E1
2.394750500E0,2.368647653E1,1.624581743E1,1.312057539E1
2.404748500E0,1.996540205E1,2.230801415E1,6.675386041E0
2.414746500E0,1.495084978E1,2.342091471E1,2.100564276E0
2.424744500E0,8.256096593E0,2.216683664E1,1.648462093E0
2.434742500E0,1.007062443E0,2.005515447E1,1.303180647E0
2.444740125E0,-5.640107859E0,1.806843665E1,-4.288429821E-1
2.454738125E0,-1.041411561E1,1.762323900E1,-2.458524971E0
2.464736125E0,-1.368430896E1,1.751311605E1,-3.602642641E0
2.474734125E0,-1.621910033E1,1.684849463E1,-3.108106191E0
2.484731125E0,-1.815573090E1,1.545446579E1,-1.623146135E0
2.494729125E0,-1.842085068E1,1.384459283E1,1.567323059E0
2.504727125E0,-1.782620989E1,1.336607308E1,5.143141891E0
2.514725125E0,-1.686010486E1,1.327747022E1,7.291718824E0
2.524723125E0,-1.568998345E1,1.338345217E1,7.932429818E0
2.534721125E0,-1.428383333E1,1.332457890E1,8.547897213E0
2.544719125E0,-1.221998373E1,1.271394130E1,9.497018427E0
2.554717125E0,-9.414923519E0,1.166005552E1,9.919932332E0
2.564715125E0,-5.273226652E0,1.074856582E1,8.919857311E0
2.574713125E0,-1.145601109E0,1.076379314E1,6.254680045E0
2.584710125E0,2.455465123E0,1.195034990E1,2.350087187E0
2.594708125E0,7.500677261E0,1.377887364E1,6.858893596E-2
2.604706125E0,1.428455956E1,1.621542594E1,1.992565033E0
2.614704125E0,2.243754167E1,1.773091431E1,6.726006557E0
2.624702125E0,2.986380961E1,1.784956835E1,1.166167286E1
2.634700125E0,3.646261233E1,1.787845710E1,1.492465893E1
2.644698125E0,4.485338784E1,1.840042518E1,1.530489401E1
2.654696125E0,5.266192334E1,1.750569594E1,1.489206188E1
2.664694125E0,5.561008012E1,1.291699873E1,1.359642882E1
2.674692125E0,5.750179939E1,2.849725333E0,1.176269404E1
2.684689125E0,5.399985516E1,-3.638381993E0,9.833896401E0
2.694687125E0,4.912228094E1,-9.845027161E0,9.131814201E0
2.704685125E0,4.215087493E1,-1.824926413E1,8.585932181E0
2.714683125E0,3.044855690E1,-2.516159105E1,8.659306551E0
2.724681125E0,1.865347162E1,-3.061654507E1,6.961531234E0
2.734679125E0,8.743956107E0,-3.419349738E1,4.018763251E0
2.744677125E0,1.752769550E0,-3.789800787E1,1.442749007E0
2.754675125E0,-3.407502928E0,-4.230797324E1,-1.027273491E0
2.764673125E0,-9.113653919E0,-4.585848679E1,-5.396330422E0
2.774671125E0,-1.439275410E1,-4.923922525E1,-9.308779013E0
2.784669125E0,-1.716260822E1,-5.331933281E1,-1.068455752E1
2.794666125E0,-1.666427693E1,-5.704382207E1,-8.506877825E0
2.804664125E0,-1.665091604E1,-5.977388238E1,-4.959805952E0
2.814662125E0,-1.885704244E1,-6.200077809E1,-5.693610467E0
2.824660125E0,-1.825090486E1,-6.250562669E1,-7.249979060E0
2.834658125E0,-1.300407897E1,-6.065833222E1,-7.114787925E0
2.844656125E0,-4.665170603E0,-5.716336723E1,-5.247169704E0
2.854654125E0,3.975718389E0,-5.214522594E1,-2.218627746E0
2.864652125E0,1.041184572E1,-4.622534577E1,7.124281172E-1
2.874650125E0,1.423042721E1,-4.138756069E1,2.963631140E0
2.884648125E0,1.793343613E1,-3.672545870E1,5.679235672E0
2.894646125E0,2.016429158E1,-3.225853210E1,7.405201585E0
2.904644125E0,2.072866951E1,-2.977684982E1,8.359904552E0
2.914641125E0,2.160990104E1,-2.914682636E1,1.057295990E1
2.924639125E0,2.596147377E1,-2.707882523E1,1.444294543E1
2.934637125E0,3.496559648E1,-1.881522081E1,1.433702662E1
2.944635125E0,5.036223681E1,-8.852110886E0,1.122463559E1
2.954633125E0,6.487415132E1,3.884550941E0,7.884570358E0
2.964631125E0,7.147147119E1,1.333294041E1,3.995659733E0
2.974629125E0,6.726374931E1,2.013248506E1,1.924297475E0
2.984627125E0,6.645485018E1,2.275055014E1,-2.145329536E0
2.994625125E0,6.237478940E1,2.839492355E1,-7.907416599E0
3.004623125E0,5.528199986E1,2.779560499E1,-9.754837368E0
3.014620125E0,4.348036337E1,2.352784391E1,-8.710586632E0
3.024618125E0,2.882801278E1,2.151134271E1,-6.434419945E0
3.034616125E0,1.930728155E1,2.126789506E1,-4.129067466E0
3.044614125E0,1.724790155E1,2.268943505E1,-1.583219007E0
3.054612125E0,1.841191730E1,2.445778743E1,1.426217759E-1
3.064610125E0,1.697728774E1,2.420428022E1,-1.404960791E0
3.074608125E0,1.121360307E1,2.163143751E1,-5.452498190E0
3.084606125E0,3.546882423E0,1.802314412E1,-8.909745136E0
3.094604125E0,-3.772489053E0,1.431864766E1,-1.007431169E1
3.104602125E0,-1.006388376E1,1.211589861E1,-8.766545656E0
3.114599125E0,-1.567259149E1,1.160366147E1,-5.961244544E0
3.124597125E0,-1.899089105E1,1.143276139E1,-1.638547701E0
3.134595125E0,-1.999159991E1,1.284898041E1,1.721730191E0
3.144593125E0,-1.859644724E1,1.402858834E1,3.911831710E0
3.154591125E0,-1.547749797E1,1.464930770E1,4.239771631E0
3.164589125E0,-1.275091325E1,1.520509140E1,2.251071607E0
3.174587125E0,-1.130399517E1,1.498324219E1,-2.309496986E0
3.184585125E0,-1.211619331E1,1.366768532E1,-6.246241343E0
3.194583125E0,-1.308512840E1,1.224271887E1,-8.163577269E0
3.204581125E0,-1.243531797E1,1.222885395E1,-8.114302783E0
3.214578125E0,-8.938273117E0,1.338085484E1,-5.872777340E0
3.224576125E0,-4.059022501E0,1.540662738E1,-3.083299963E0
3.234574125E0,2.455575635E0,1.715458350E1,-1.464094852E0
3.244572125E0,9.678993133E0,1.900464604E1,6.563616514E-1
3.254570125E0,1.491901286E1,1.978443774E1,3.237516768E0
3.264568125E0,1.860649392E1,1.926414898E1,6.622771626E0
3.274566125E0,2.344559697E1,1.849884201E1,1.075333364E1
3.284564125E0,3.057595136E1,1.849199141E1,1.400978369E1
3.294562125E0,3.856843325E1,1.956086360E1,1.596089664E1
3.304560125E0,4.777497954E1,2.075330968E1,1.705675023E1
3.314558125E0,5.542214593E1,2.015788537E1,1.898183021E1
3.324555125E0,6.214766015E1,1.398121186E1,2.173978875E1
3.334553125E0,6.622474587E1,5.001468533E0,2.207617439E1
3.344551125E0,6.441566880E1,-3.350805402E-1,1.786989093E1
3.354549125E0,5.854778675E1,-7.930989064E0,1.296988796E1
3.364547125E0,4.743501307E1,-1.613176515E1,9.398331460E0
3.374545125E0,3.391930039E1,-2.172616474E1,7.075533228E0
3.384543125E0,2.275943557E1,-2.664496651E1,3.657999401E0
3.394541125E0,1.423713045E1,-3.172818028E1,2.378091842E-2
3.404539125E0,1.024499074E1,-3.891914457E1,-9.643336228E-1
3.414537125E0,6.270418410E0,-4.540514514E1,1.196866864E0
3.424535125E0,3.631234210E-2,-5.208276365E1,4.650653136E-1
3.434532125E0,-7.174345910E0,-5.869182940E1,-2.242676175E0
3.444531375E0,-1.355320971E1,-6.480271706E1,-4.995499111E0
3.454529375E0,-1.982329599E1,-6.856855783E1,-6.440076542E0
3.464527375E0,-2.513912604E1,-7.109520052E1,-7.503852299E0
3.474525375E0,-2.541258629E1,-7.255357563E1,-7.830711654E0
3.484523375E0,-1.881164115E1,-7.016393085E1,-5.436242346E0
3.494521375E0,-6.587604716E0,-6.504549345E1,-2.641797467E0
3.504519375E0,7.690177335E0,-5.812447640E1,-1.015187588E0
3.514517375E0,1.880595531E1,-4.987655773E1,-2.396633363E-1
3.524515375E0,2.484535491E1,-4.232293276E1,9.503410895E-1
3.534513375E0,2.648538898E1,-3.644524610E1,2.936063273E0
3.544511375E0,2.631557180E1,-3.235923051E1,4.373950027E0
3.554508375E0,2.609409330E1,-2.915735603E1,5.189001603E0
3.564506375E0,2.721517762E1,-2.660989959E1,6.326064023E0
3.574504375E0,3.041947987E1,-2.330309331E1,7.904633324E0
3.584502375E0,3.488734904E1,-1.827030475E1,9.241848274E0
3.594500375E0,4.206866308E1,-1.030801320E1,9.062515340E0
3.604498375E0,5.223745291E1,1.683293518E-1,7.716993835E0
3.614496375E0,6.055649712E1,1.044007608E1,7.115089642E0
3.624494375E0,6.290919684E1,1.798859292E1,7.687250218E0
3.634492375E0,5.926530560E1,2.591070591E1,9.094268060E0
3.644490375E0,5.804944493E1,2.948980064E1,9.353331288E0
3.654488375E0,5.871458676E1,3.274735465E1,7.703993136E0
3.664485375E0,5.241314537E1,3.190278750E1,6.283920801E0
3.674483375E0,3.692577496E1,2.725387683E1,4.477016559E0
3.684481375E0,2.150346768E1,2.462818231E1,1.536912275E0
3.694479375E0,1.398089026E1,2.412396053E1,-2.182295633E0
3.704477375E0,1.393086850E1,2.589866298E1,-4.875742872E0
3.714475375E0,1.559931886E1,2.804889936E1,-4.290740640E0
3.724473375E0,1.256608978E1,2.816589746E1,-3.259663682E0
3.734471375E0,4.554227287E0,2.709503137E1,-6.019487489E0
3.744469375E0,-3.222764243E0,2.713863991E1,-1.064896201E1
3.754467375E0,-9.497590869E0,2.826737472E1,-1.626835611E1
3.764464375E0,-1.628773495E1,2.813760162E1,-2.229396914E1
3.774462375E0,-2.188646265E1,2.664505772E1,-2.408415268E1
3.784460375E0,-2.417440563E1,2.366385015E1,-1.972702977E1
3.794458375E0,-2.407218928E1,2.007524316E1,-1.021429169E1
3.804456375E0,-2.344108292E1,1.791531327E1,-4.705349453E-1
3.814454375E0,-2.231136110E1,1.628954525E1,7.940812386E0
3.824452375E0,-1.781403833E1,1.589394953E1,1.388138118E1
3.834450375E0,-8.787712576E0,1.783759442E1,1.389194476E1
3.844448375E0,-1.333272758E0,1.947768462E1,1.135287322E1
3.854446375E0,2.594180374E0,1.976386723E1,7.815463285E0
3.864444375E0,6.516910125E0,2.002896596E1,4.989792813E0
3.874441375E0,1.366234915E1,2.152169930E1,6.105433373E0
3.884439375E0,2.341466988E1,2.343796987E1,9.181185751E0
3.894437375E0,3.301755449E1,2.418431315E1,1.256152193E1
3.904435375E0,4.125147493E1,2.406822253E1,1.522727222E1
3.914433375E0,4.827931827E1,2.201515051E1,1.655287811E1
3.924431375E0,5.348311099E1,1.790016548E1,1.660907102E1
3.934429375E0,5.652047288E1,1.326932739E1,1.695065835E1
3.944427375E0,5.946396592E1,8.354571891E0,1.732816628E1
3.954425375E0,6.245580842E1,3.758517716E0,1.712749803E1
3.964423375E0,6.579515327E1,-1.731623679E-1,1.510394392E1
3.974421375E0,6.740337147E1,-5.361563462E0,1.244319066E1
3.984418375E0,6.209047906E1,-1.133093564E1,1.052235927E1
3.994416375E0,5.369217000E1,-2.048279175E1,9.642733380E0
4.004414375E0,4.146842534E1,-2.926831279E1,7.920747081E0
4.014412375E0,2.631928361E1,-3.414295639E1,2.972218069E0
4.024410375E0,1.463971359E1,-3.638656578E1,-3.029775136E0
4.034408375E0,9.100572528E0,-3.992237007E1,-6.893870763E0
4.044406375E0,5.437632229E0,-4.450669940E1,-5.701311250E0
4.054404375E0,-4.168716120E-1,-4.904735238E1,-4.970852512E0
4.064402375E0,-7.757215077E0,-5.410332281E1,-7.353902793E0
4.074400375E0,-1.360254266E1,-5.810094253E1,-8.769307880E0
4.084398375E0,-1.377009112E1,-6.015765152E1,-4.112451141E0
4.094396375E0,-8.622283151E0,-6.065462743E1,2.404430917E0
4.104394375E0,-2.335482889E0,-5.991271867E1,5.978567505E0
