"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.146268381E1,4.736397517E1,8.513214228E0,4.325945090E2,0.000000000E0,9.043879147E1,2.263912375E1,1.039975230E1
4.246269275E1,4.736397517E1,8.513214228E0,4.325945090E2,0.000000000E0,9.043879147E1,2.253259682E1,1.031750870E1
4.346270515E1,4.736397517E1,8.513214228E0,4.325945090E2,0.000000000E0,9.043879147E1,2.383193725E1,1.083974660E1
4.446271660E1,4.736397517E1,8.513214228E0,4.325945090E2,0.000000000E0,9.043879147E1,2.499462588E1,1.124023117E1
4.546272637E1,4.736397517E1,8.513214228E0,4.325945090E2,0.000000000E0,9.043879147E1,2.548426398E1,1.126654094E1
4.646273841E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.562792870E1,1.127292788E1
4.746275081E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.554515441E1,1.155471282E1
4.846276094E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.544373351E1,1.177044954E1
4.946277203E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.550028932E1,1.155861457E1
5.046278276E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.515890800E1,1.169943247E1
5.146279360E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.540059064E1,1.177480849E1
5.246280457E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.615783554E1,1.211369716E1
5.346281542E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.560189111E1,1.174544593E1
5.446282663E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.581886387E1,1.203651633E1
5.546283688E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.632965685E1,1.220603318E1
5.646284689E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.597307905E1,1.238575335E1
5.746285774E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.527417527E1,1.176574940E1
5.846286859E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.571520698E1,1.183542832E1
5.946287920E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.714099097E1,1.217931118E1
6.046289052E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.703245652E1,1.228069525E1
6.146289970E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.836884750E1,1.270678015E1
6.246291019E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.889285731E1,1.288069716E1
6.346291985E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.930129188E1,1.302851833E1
6.446293117E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.927038571E1,1.301715730E1
6.546294142E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.916024051E1,1.347546931E1
6.646295072E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.901889523E1,1.384051830E1
6.746296133E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.916864861E1,1.405580672E1
6.846297170E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.883355904E1,1.403996428E1
6.946298184E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.826645881E1,1.391530164E1
7.046299173E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.787171157E1,1.403383082E1
7.146300186E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.756563767E1,1.370863588E1
7.246301355E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.686806833E1,1.337840631E1
7.346302249E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.677835402E1,1.341188899E1
7.446303214E1,4.736400116E1,8.513200445E0,4.332551931E2,0.000000000E0,9.043877347E1,2.667375255E1,1.335498220E1
