"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.332979250E0,3.547708196E-1,9.611302257E-2,-3.235960239E-1
2.342977250E0,3.315650479E-1,8.116286159E-2,-1.993906385E-1
2.352975250E0,2.229106980E-1,2.785730481E-2,-7.692947745E-2
2.362973250E0,9.145534985E-2,-2.967111111E-2,2.770761609E-2
2.372972250E0,-2.448967405E-2,-4.116615236E-2,2.534475625E-1
2.382970250E0,-1.288360879E-2,-1.079106572E-1,4.158954924E-1
2.392968250E0,3.777593672E-3,-1.000905910E-1,4.754786199E-1
2.402966250E0,1.655492932E-4,-5.883000612E-2,4.266105151E-1
2.412964250E0,-7.025656186E-2,-8.404349238E-2,3.281264466E-1
2.422963250E0,-2.121331101E-1,-1.097455135E-1,2.898926729E-1
2.432961250E0,-2.202914377E-1,-1.340977049E-1,2.752354574E-1
2.442959250E0,-1.148493288E-1,-1.083123609E-1,2.122065657E-1
2.452957250E0,7.657959469E-2,-8.799767196E-3,1.370330071E-1
2.462955250E0,1.952440124E-1,9.969707340E-2,1.489490479E-1
2.472953250E0,2.684732256E-1,1.241852126E-1,1.937118226E-1
2.482952250E0,2.876147439E-1,8.292024225E-2,1.771267802E-1
2.492950250E0,2.418639359E-1,7.775247306E-2,1.256110561E-1
2.502948250E0,1.858147924E-1,4.886693537E-2,1.194586158E-2
2.512946250E0,1.682412782E-1,2.707231611E-2,-1.478889477E-1
2.522944250E0,2.110982991E-1,4.788898855E-2,-3.500488275E-1
2.532942250E0,2.707266694E-1,7.748467058E-2,-4.703541201E-1
2.542941250E0,1.479878388E-1,1.150170708E-1,-3.940041018E-1
2.552939250E0,5.004982710E-2,1.353545639E-1,-2.178456205E-1
2.562937250E0,6.130491324E-2,1.813598719E-1,1.283399516E-1
2.572935250E0,-1.069384114E-1,3.349466389E-1,6.539754027E-1
2.582933250E0,-3.047887471E-1,2.085798302E-1,9.953750288E-1
2.592932250E0,-2.533031362E-1,-2.890278697E-1,8.162835842E-1
2.602930250E0,-4.279512086E-1,-5.680371201E-1,3.380930257E-1
2.612928250E0,-7.409650878E-1,-6.474420163E-1,-7.011162400E-2
2.622926250E0,-1.246136965E0,-1.468270934E0,-1.025734942E0
2.632924250E0,-1.416703023E0,-6.324281207E-1,-7.548638463E-1
2.642922250E0,-2.014522790E0,1.238507518E0,-8.824454141E-1
2.652921250E0,-1.213772042E0,2.156093529E-1,-9.038187414E-1
2.662919250E0,1.430128450E-1,-1.699250570E-1,-4.127315640E-1
2.672917250E0,9.327468907E-1,-7.580950177E-1,-1.481625974E-2
2.682915250E0,2.493561780E0,1.032911230E0,-1.507371265E-1
2.692913250E0,3.208573343E0,5.631868547E-1,-1.570591360E-1
2.702912250E0,4.402988177E0,5.035323912E-1,4.634707779E-1
2.712910250E0,3.010917866E0,8.364205179E-1,1.349188879E0
2.722908250E0,8.284387030E-1,-2.075679696E-1,2.458705650E0
2.732906250E0,9.422144830E-1,-9.377746922E-1,2.827863178E0
2.742904250E0,-7.589830635E-1,-5.979924059E-1,3.335878045E0
2.752902250E0,2.645173284E-1,-1.615358520E0,2.538800225E0
2.762901250E0,5.864176232E-2,-2.239679477E0,1.963854035E0
2.772899250E0,1.542861671E-1,-2.150998850E0,1.056420545E0
2.782897250E0,7.157708973E-1,-9.590363377E-1,-1.821606481E-1
2.792895250E0,1.057271022E0,8.834639990E-1,-1.475983996E0
2.802894250E0,7.624143559E-1,9.935822725E-1,-2.692794836E0
2.812893250E0,1.280399749E0,3.471129405E-1,-3.176317470E0
2.822891250E0,1.004291302E0,-4.169971079E-1,-2.941919551E0
2.832889250E0,8.480604239E-1,-1.130940970E0,-3.222777107E0
2.842887250E0,7.427207143E-1,-1.897541347E0,-3.338877667E0
2.852885250E0,6.508111089E-1,-2.224398948E0,-3.173899646E0
2.862883250E0,3.973905898E-1,-1.918668507E0,-3.154562320E0
2.872882250E0,-6.361880265E-2,-8.917717230E-1,-3.269477064E0
2.882880250E0,-1.654202159E-1,-3.821623206E-2,-3.430592414E0
2.892878250E0,1.376239560E0,5.192596471E-1,-4.574636409E0
2.902876250E0,1.361399619E0,-6.949626303E-1,-4.901358939E0
2.912874250E0,-7.991676146E-1,-1.807611170E0,-3.325750083E0
2.922873250E0,-1.993094353E0,-1.684799761E0,-2.613387308E0
2.932871250E0,-1.854629509E0,-9.913761181E-1,-2.391476703E0
2.942869250E0,-7.837300882E-1,-1.199270362E0,-2.217620856E0
2.952867250E0,-3.132933761E-1,-1.543145115E0,-1.706419841E0
2.962865250E0,-3.679243505E-2,-1.415159504E0,-1.336660634E0
2.972863250E0,1.450999720E-1,-9.396434623E-1,-7.449417061E-1
2.982862250E0,2.871792725E-1,-4.766468936E-1,-2.779696155E-1
2.992860250E0,9.169097802E-1,-1.346999681E-1,6.455618441E-2
3.002858250E0,2.102943508E0,2.033784395E-1,4.585322195E-1
3.012856250E0,3.294516011E0,6.362478143E-1,9.264217383E-1
3.022854250E0,3.638855032E0,8.327142602E-1,1.481530080E0
3.032852250E0,3.145324888E0,5.651819247E-1,2.149671532E0
3.042851250E0,2.125437162E0,2.705372196E-1,2.743932245E0
3.052849250E0,1.002065998E0,2.349873179E-1,3.200692758E0
3.062847250E0,2.187531084E-1,2.567214185E-1,3.396626523E0
3.072845250E0,-1.031331897E-1,2.722171247E-1,3.250446716E0
3.082843250E0,-6.333762467E-2,4.157949203E-1,2.896380267E0
3.092842250E0,4.247680575E-2,6.556003439E-1,2.655977257E0
3.102840250E0,1.580163252E-1,8.733927548E-1,2.629844297E0
3.112838250E0,1.450700051E-1,9.172258222E-1,2.688399484E0
3.122836250E0,-5.038253367E-3,8.855333287E-1,2.655535793E0
3.132834250E0,-3.769939667E-1,7.869130200E-1,2.444967617E0
3.142832250E0,-8.404200134E-1,6.808661628E-1,2.099481372E0
3.152831250E0,-1.348797992E0,6.682081103E-1,1.661657651E0
3.162829250E0,-1.665624695E0,6.177220809E-1,1.326449057E0
3.172827250E0,-1.738108242E0,5.643036729E-1,1.029088320E0
3.182825250E0,-1.754961087E0,5.476864707E-1,8.204684365E-1
3.192823250E0,-1.761733624E0,4.942166072E-1,6.713983512E-1
3.202822250E0,-1.734378303E0,4.543964839E-1,5.739100635E-1
