"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.342796250E0,-4.981750488E0,-2.827408981E1,-2.926002884E1
3.352794250E0,-4.787506104E0,-2.813987350E1,-2.978292465E1
3.362792250E0,-3.333282471E0,-2.754431152E1,-3.028654861E1
3.372791250E0,-2.203292847E0,-2.697933388E1,-3.031174850E1
3.382789250E0,-2.732788086E0,-2.682526207E1,-3.044894028E1
3.392787250E0,-4.654357910E0,-2.723686028E1,-3.013843155E1
3.402785250E0,-6.344528198E0,-2.736739922E1,-2.960962296E1
3.412783250E0,-6.417282104E0,-2.718867302E1,-3.020718384E1
3.422781250E0,-5.105758667E0,-2.640965080E1,-3.118513489E1
3.432780250E0,-3.864761353E0,-2.578860283E1,-3.160466003E1
3.442778250E0,-4.289154053E0,-2.539716530E1,-3.170156097E1
3.452776250E0,-6.127899170E0,-2.578536987E1,-3.115591812E1
3.462774250E0,-7.669448853E0,-2.597490311E1,-3.101929092E1
3.472772250E0,-7.407882690E0,-2.554746246E1,-3.150059891E1
3.482771250E0,-5.648315430E0,-2.455758286E1,-3.223878098E1
3.492769250E0,-4.588439941E0,-2.399656487E1,-3.302873230E1
3.502767250E0,-4.979324341E0,-2.364216042E1,-3.301862335E1
3.512765250E0,-6.740814209E0,-2.410020256E1,-3.287106323E1
3.522763250E0,-8.337097168E0,-2.416675377E1,-3.249418640E1
3.532761250E0,-7.818420410E0,-2.404814911E1,-3.276926804E1
3.542760250E0,-6.279190063E0,-2.326118851E1,-3.322383499E1
3.552758250E0,-5.082641602E0,-2.271026611E1,-3.376686478E1
3.562756250E0,-5.510040283E0,-2.266827393E1,-3.372703934E1
3.572754250E0,-7.563751221E0,-2.319536209E1,-3.323530197E1
3.582752250E0,-9.442428589E0,-2.367184067E1,-3.250072098E1
3.592751250E0,-9.565979004E0,-2.358956909E1,-3.268364716E1
3.602749250E0,-7.932296753E0,-2.301083755E1,-3.302107239E1
3.612747250E0,-6.663619995E0,-2.265338898E1,-3.351625824E1
3.622745250E0,-9.048965454E0,-2.298807526E1,-3.252159882E1
3.632743250E0,-1.074302673E1,-2.327780151E1,-3.209633636E1
3.642741250E0,-1.060324097E1,-2.328082657E1,-3.227027893E1
3.652740250E0,-8.853302002E0,-2.276870537E1,-3.298954391E1
3.662738250E0,-7.118301392E0,-2.240086555E1,-3.327733994E1
3.672736250E0,-7.326004028E0,-2.234009743E1,-3.307564926E1
3.682734250E0,-9.375076294E0,-2.281607628E1,-3.237523270E1
3.692732250E0,-1.121784973E1,-2.296374702E1,-3.215610886E1
3.702731250E0,-1.123956299E1,-2.296749306E1,-3.204513168E1
3.712729250E0,-9.619964600E0,-2.276428795E1,-3.240606308E1
3.722727250E0,-7.873916626E0,-2.254596901E1,-3.290652084E1
3.732725250E0,-8.276550293E0,-2.252062035E1,-3.251830673E1
3.742723250E0,-1.038577271E1,-2.298414421E1,-3.183929062E1
3.752721250E0,-1.244847107E1,-2.320565987E1,-3.092332458E1
3.762720250E0,-1.248649597E1,-2.332204628E1,-3.123471832E1
3.772718250E0,-1.073678589E1,-2.285685539E1,-3.176994324E1
3.782716250E0,-9.236862183E0,-2.268894768E1,-3.231519318E1
3.792714250E0,-9.331848145E0,-2.267836189E1,-3.200464630E1
3.802711042E0,-1.128031921E1,-2.315025902E1,-3.116180420E1
3.812710042E0,-1.302410889E1,-2.344976997E1,-3.072776031E1
3.822708042E0,-1.285382080E1,-2.353181267E1,-3.105587006E1
3.832706042E0,-1.079521179E1,-2.310528374E1,-3.173270416E1
3.842704042E0,-1.079521179E1,-2.310528374E1,-3.173270416E1
3.852702042E0,-8.785766602E0,-2.275785255E1,-3.224732208E1
3.862700042E0,-1.056632996E1,-2.316454506E1,-3.135180664E1
3.872699042E0,-1.225204468E1,-2.355463219E1,-3.092800140E1
3.882697042E0,-1.192265320E1,-2.368003273E1,-3.112005615E1
3.892695042E0,-9.864852905E0,-2.329314232E1,-3.183723450E1
3.902693042E0,-7.688919067E0,-2.300235939E1,-3.256081390E1
3.912691042E0,-7.608245850E0,-2.278594398E1,-3.252977753E1
3.922689042E0,-9.289321899E0,-2.326166725E1,-3.219940186E1
3.932688042E0,-1.104594421E1,-2.365655708E1,-3.142747498E1
3.942686042E0,-1.079608154E1,-2.371368217E1,-3.180718994E1
3.952684042E0,-8.878967285E0,-2.324661827E1,-3.230533600E1
3.962682042E0,-6.698852539E0,-2.288731956E1,-3.273429871E1
3.972680042E0,-6.553207397E0,-2.285931206E1,-3.279000092E1
3.982679042E0,-8.378479004E0,-2.333862114E1,-3.205110931E1
3.992677042E0,-1.016680908E1,-2.367204857E1,-3.185276794E1
4.002675042E0,-9.763809204E0,-2.378482628E1,-3.233901215E1
4.012673042E0,-7.706054688E0,-2.334800529E1,-3.272057343E1
4.022671042E0,-5.586959839E0,-2.282308388E1,-3.316191864E1
